1.0743,0.6908,1.0537,53.8703,47.4956
1.0052,0.6886,1.0604,64.0879,58.0731
0.9247,0.6864,1.0815,69.8417,65.1738
0.8350,0.6833,1.1567,71.8811,67.1774
0.7528,0.6799,1.2685,72.8239,68.5327
0.6909,0.6775,1.3951,75.8587,71.2728
0.6358,0.6754,1.5326,76.0586,71.0666
0.5872,0.6733,1.6929,77.5128,71.9800
0.5522,0.6723,1.8295,78.9061,73.0407
0.5060,0.6727,1.9961,79.9541,73.7183
0.4894,0.6740,2.1365,80.9727,74.8969
0.4560,0.6695,2.2546,82.2081,75.5745
0.4280,0.6709,2.3922,83.2709,75.9281
0.4021,0.6686,2.5046,84.0812,76.6352
0.3888,0.6698,2.5387,85.0808,76.7236
0.3742,0.6744,0.4449,85.8805,78.7566
0.3742,0.6716,0.4201,86.5877,79.4638
0.3510,0.6731,0.4124,87.3537,80.7896
0.3153,0.6753,0.4086,87.8967,81.4378
0.3080,0.6786,0.4126,88.3850,81.6146
0.3016,0.6755,0.4072,88.9848,84.2369
0.2886,0.6785,0.4096,89.5319,84.4137
0.2642,0.6785,0.3971,90.0812,84.8262
0.2678,0.6799,0.3934,90.5569,84.1780
0.2528,0.6824,0.3776,91.0030,84.1485
0.2430,0.6805,0.3842,91.4408,85.0029
0.2111,0.6800,0.3732,91.7396,85.5038
0.2183,0.6833,0.3685,92.0069,85.2681
0.2075,0.6820,0.3671,92.3163,84.6788
0.1949,0.6830,0.3707,93.0003,84.7967
0.1825,0.6829,0.3847,93.2233,84.6494
0.1862,0.6839,0.3623,93.4317,85.3860
0.1820,0.6831,0.3522,93.8694,84.6199
0.1540,0.6832,0.3625,94.0420,85.2976
0.1607,0.6830,0.3614,94.2651,85.1208
0.1476,0.6816,0.3665,94.5303,85.0619
0.1367,0.6804,0.3724,94.9385,83.9423
0.1372,0.6804,0.3625,95.2774,84.7672
0.1229,0.6814,0.3584,95.6352,83.2351
0.1189,0.6809,0.3851,95.9719,85.3270
0.1134,0.6798,0.3583,96.3107,85.1208
0.1022,0.6801,0.3678,96.5969,85.0913
0.1046,0.6807,0.3510,96.7379,85.9163
0.0869,0.6817,0.3593,97.1231,84.8262
0.0860,0.6824,0.3882,97.3882,84.7083
0.0874,0.6835,0.3916,97.7418,85.0029
0.0796,0.6819,0.4003,98.2048,84.8262
0.0748,0.6836,0.4041,98.3353,85.0324
0.0596,0.6822,0.4045,98.4679,84.4431
0.0646,0.6839,0.4199,98.6762,84.1780
0.0574,0.6853,0.4249,98.6047,84.8262
0.0530,0.6850,0.4292,98.8488,84.7672
0.0524,0.6849,0.4387,99.0445,84.7378
0.0516,0.6862,0.4220,99.1919,84.6199
0.0469,0.6878,0.4165,99.1519,85.3565
0.0414,0.6881,0.4127,99.2192,85.2976
0.0357,0.6869,0.4079,99.4507,84.8556
0.0322,0.6884,0.4215,99.4528,84.6199
0.0292,0.6892,0.4160,99.5601,85.2092
0.0314,0.6895,0.4063,99.6128,84.4726
0.0229,0.6899,0.4101,99.6549,84.8556
0.0221,0.6883,0.3988,99.7285,84.9735
0.0225,0.6891,0.4062,99.7938,85.1503
0.0203,0.6907,0.3912,99.7874,85.5038
0.0169,0.6906,0.3718,99.8842,85.9753
0.0177,0.6918,0.3757,99.8358,85.7101
0.0145,0.6904,0.3614,99.9011,86.1520
0.0130,0.6914,0.3388,99.9432,87.0949
0.0124,0.6914,0.3234,99.9474,86.1520
0.0109,0.6907,0.3120,99.9768,87.6252
0.0101,0.6906,0.3063,99.9768,86.2110
0.0088,0.6906,0.2868,100.0000,87.6547
0.0092,0.6932,0.2772,100.0000,87.8904
0.0070,0.6930,0.2650,100.0000,88.0082
0.0062,0.6932,0.2469,100.0000,89.0984
0.0066,0.6940,0.2291,99.9832,88.6565
0.0057,0.6943,0.2218,100.0000,88.3913
0.0053,0.6959,0.2018,100.0000,89.1279
0.0050,0.6976,0.2007,100.0000,89.0984
0.0042,0.6983,0.1973,100.0000,89.8645
0.0041,0.7013,0.1800,100.0000,89.4520
0.0039,0.7022,0.1752,100.0000,89.2457
0.0038,0.7023,0.1577,100.0000,89.6288
0.0031,0.7047,0.1965,100.0000,84.0306
0.0031,0.7054,0.1446,100.0000,83.5592
0.0029,0.7064,0.1257,100.0000,84.9440
0.0027,0.7046,0.1069,100.0000,85.0913
0.0026,0.7043,0.0940,100.0000,85.3860
0.0023,0.7038,0.0787,100.0000,85.7101
0.0022,0.7032,0.0706,100.0000,85.8574
0.0019,0.7010,0.0600,100.0000,86.2699
0.0019,0.7000,0.0513,100.0000,85.7395
0.0017,0.6985,0.0468,100.0000,85.9163
0.0017,0.6971,0.0487,100.0000,86.1520
0.0018,0.6964,0.0387,100.0000,85.9163
0.0013,0.6950,0.0358,100.0000,86.1815
0.0014,0.6945,0.0303,100.0000,86.2404
