1.0753,0.6901,1.0615,54.8447,62.2864
1.0090,0.6888,1.0688,67.2068,80.0530
0.9245,0.6873,1.0777,70.5783,83.2940
0.8252,0.6846,1.1183,73.6594,83.0289
0.7436,0.6820,1.1684,74.1119,83.9423
0.6823,0.6800,1.2217,76.7131,83.5003
0.6215,0.6781,1.2786,77.2203,84.0306
0.5720,0.6753,1.3538,78.7166,83.6476
0.5261,0.6751,1.4106,79.7837,83.7065
0.4933,0.6756,1.4774,80.7202,83.0878
0.4635,0.6766,1.5334,81.8545,83.7655
0.4327,0.6747,1.5892,83.0583,83.7065
0.4099,0.6741,1.6283,83.9275,82.8226
0.3874,0.6727,1.6557,84.7546,82.4985
0.3788,0.6745,1.6323,85.7164,80.2004
0.3582,0.6743,0.4902,86.5645,80.1120
0.3605,0.6753,0.4793,87.3159,80.2593
0.3400,0.6727,0.4788,87.7389,79.1691
0.3029,0.6747,0.4742,88.0693,79.7879
0.2843,0.6738,0.4649,88.4039,78.9629
0.2844,0.6756,0.4569,88.8985,79.0218
0.2813,0.6731,0.4664,89.3236,78.1084
0.2576,0.6739,0.4703,90.0539,76.9004
0.2558,0.6718,0.5036,90.4327,71.7148
0.2336,0.6720,0.4928,90.8873,71.9210
0.2262,0.6713,0.4766,91.3524,70.0354
0.1995,0.6706,0.4667,91.6807,68.0318
0.1976,0.6706,0.4604,92.1290,69.3577
0.1980,0.6710,0.4594,92.6446,69.3577
0.1840,0.6696,0.4531,93.2696,67.0006
0.1712,0.6706,0.4608,93.5201,67.8845
0.1588,0.6705,0.4401,93.9452,68.1791
0.1609,0.6716,0.4266,94.3493,67.6783
0.1440,0.6713,0.4270,94.4987,68.0318
0.1413,0.6709,0.4280,95.0732,68.0318
0.1316,0.6727,0.4309,95.2542,68.5327
0.1199,0.6733,0.4267,95.4436,67.7961
0.1254,0.6753,0.4262,96.0561,68.3854
0.1147,0.6749,0.4255,96.2981,68.0907
0.1094,0.6760,0.4207,96.7127,68.9452
0.0992,0.6764,0.4177,96.8789,68.6506
0.0973,0.6782,0.4181,97.1420,68.6211
0.0932,0.6802,0.4230,97.3861,69.2693
0.0819,0.6798,0.4352,97.9144,67.8256
0.0855,0.6812,0.4378,98.0554,68.0907
0.0781,0.6838,0.4326,98.2806,67.7077
0.0710,0.6844,0.4296,98.1817,67.3247
0.0700,0.6839,0.4464,98.6173,66.7943
0.0570,0.6839,0.4642,98.7225,66.8533
0.0605,0.6866,0.4787,98.8677,67.0301
0.0500,0.6864,0.4770,99.0003,67.2952
0.0510,0.6860,0.4882,98.9898,67.3247
0.0497,0.6875,0.4896,99.0635,67.3836
0.0483,0.6878,0.4894,99.2571,67.5899
0.0430,0.6885,0.4835,99.1392,68.0024
0.0413,0.6886,0.5068,99.3118,67.9729
0.0337,0.6882,0.5165,99.4507,67.9434
0.0336,0.6874,0.5103,99.2908,67.3836
0.0279,0.6885,0.4989,99.4654,68.1202
0.0310,0.6875,0.5120,99.5096,68.2086
0.0258,0.6882,0.4972,99.5454,68.6211
0.0232,0.6878,0.5025,99.6254,68.4738
0.0218,0.6868,0.5153,99.6780,68.5916
0.0224,0.6884,0.5063,99.7306,69.8291
0.0178,0.6882,0.5086,99.7096,69.5050
0.0175,0.6892,0.5090,99.7159,69.9764
0.0156,0.6894,0.4894,99.8758,70.3595
0.0146,0.6905,0.4859,99.8758,70.3595
0.0127,0.6905,0.4787,99.8927,70.5362
0.0121,0.6892,0.4694,99.9558,70.8603
0.0116,0.6909,0.4693,99.9474,70.9782
0.0099,0.6897,0.4592,99.9853,71.1550
0.0094,0.6927,0.4595,100.0000,71.3023
0.0083,0.6922,0.4523,100.0000,71.6853
0.0068,0.6941,0.4367,100.0000,71.7148
0.0076,0.6946,0.4298,100.0000,71.7737
0.0068,0.6945,0.4196,100.0000,71.9800
0.0061,0.6965,0.3952,100.0000,72.0684
0.0059,0.6974,0.3788,100.0000,71.9505
0.0048,0.6967,0.3758,99.9853,71.8621
0.0047,0.6980,0.3373,99.9937,72.2157
0.0048,0.6973,0.3125,100.0000,73.0996
0.0047,0.6981,0.2852,100.0000,73.5710
0.0033,0.6987,0.2689,100.0000,73.6005
0.0038,0.6988,0.2481,100.0000,74.4255
0.0033,0.7001,0.2367,100.0000,74.9853
0.0031,0.6999,0.2137,100.0000,75.4567
0.0028,0.7008,0.1976,100.0000,75.7808
0.0027,0.7023,0.1779,100.0000,76.3701
0.0026,0.7049,0.1714,100.0000,76.8709
0.0022,0.7046,0.1484,100.0000,77.1067
0.0025,0.7055,0.1413,100.0000,77.1656
0.0019,0.7064,0.1226,100.0000,77.1067
0.0021,0.7070,0.1167,100.0000,77.1951
0.0018,0.7069,0.1054,100.0000,77.4013
0.0019,0.7074,0.0993,100.0000,77.7254
0.0016,0.7063,0.0846,100.0000,77.9906
0.0015,0.7062,0.0765,100.0000,77.6959
0.0015,0.7066,0.0681,100.0000,78.0495
0.0012,0.7068,0.0597,100.0000,78.4031
0.0012,0.7072,0.0535,100.0000,78.4915
0.0011,0.7062,0.0486,100.0000,78.3736
0.0011,0.7062,0.0449,100.0000,79.3164
0.0011,0.7057,0.0378,100.0000,78.7566
0.0010,0.7049,0.0321,100.0000,79.0513
0.0010,0.7049,0.0310,100.0000,79.0807
0.0010,0.7043,0.0255,100.0000,79.1691
0.0008,0.7031,0.0276,100.0000,79.2870
0.0009,0.7037,0.0274,100.0000,78.9923
0.0008,0.7039,0.0279,100.0000,79.1691
0.0008,0.7032,0.0273,100.0000,79.1397
0.0007,0.7009,0.0246,100.0000,79.4048
0.0006,0.7021,0.0230,100.0000,79.3754
0.0007,0.7017,0.0231,100.0000,79.4638
0.0009,0.6989,0.0222,100.0000,79.4048
0.0006,0.6976,0.0193,100.0000,79.4048
0.0005,0.6963,0.0169,100.0000,79.3754
0.0005,0.6971,0.0154,100.0000,79.1986
0.0004,0.6978,0.0148,100.0000,79.1691
0.0005,0.6959,0.0141,100.0000,79.1691
0.0005,0.6959,0.0138,100.0000,79.4048
0.0005,0.6970,0.0126,100.0000,79.2280
0.0004,0.6957,0.0155,100.0000,79.0218
0.0005,0.6972,0.0158,100.0000,79.3459
0.0005,0.6986,0.0128,100.0000,79.2280
0.0008,0.7002,0.0150,100.0000,79.1102
0.0006,0.7001,0.0142,100.0000,79.5816
0.0006,0.7025,0.0129,100.0000,79.5816
0.0005,0.7005,0.0131,100.0000,79.5816
0.0005,0.7007,0.0109,100.0000,79.0807
0.0006,0.6983,0.0187,100.0000,79.5816
0.0005,0.6989,0.0137,100.0000,79.5816
0.0005,0.6990,0.0129,100.0000,79.5816
0.0006,0.6987,0.0142,100.0000,79.5816
0.0004,0.6995,0.0158,100.0000,79.5816
0.0006,0.7003,0.0176,100.0000,79.5227
0.0004,0.6973,0.0155,99.9937,79.6995
