1.0698,0.6911,1.0491,56.1748,45.3153,45.3153
0.9897,0.6885,1.0364,58.5403,48.3500,48.3500
0.8989,0.6852,1.0259,62.8672,53.2115,53.2115
0.8154,0.6822,1.0525,65.4453,57.3954,57.3954
0.7567,0.6780,1.0722,68.9010,62.0507,62.0507
0.7050,0.6735,1.1328,71.4391,66.9417,66.9417
0.6828,0.6758,1.1691,74.3413,71.4496,71.4496
0.6200,0.6741,1.2265,75.9555,73.5121,73.5121
0.6032,0.6746,1.2888,77.7422,75.1621,75.1621
0.5519,0.6730,1.3876,78.8135,76.0165,76.0165
0.5193,0.6710,1.4658,80.0130,75.9870,76.0165
0.4977,0.6708,1.5063,81.3558,77.1361,77.1361
0.4766,0.6706,1.5786,82.4480,76.6942,77.1361
0.4456,0.6693,1.6746,83.2246,76.6058,77.1361
0.3398,0.6724,1.6826,90.8957,73.8656,77.1361
0.3382,0.6861,0.5854,93.2528,74.5433,77.1361
0.2357,0.6691,0.5850,97.9670,71.1255,77.1361
0.2283,0.6610,0.6822,99.2339,66.1461,77.1361
0.4614,0.6706,0.7564,85.0029,63.6123,77.1361
0.3938,0.6641,0.6291,85.9458,68.1202,77.1361
0.1926,0.6622,0.8223,98.6447,72.7460,77.1361
0.2330,0.6735,0.5561,96.6706,72.1567,77.1361
0.3499,0.6796,0.5592,90.1296,72.5103,77.1361
0.3771,0.6712,0.4698,86.6824,68.4443,77.1361
0.4141,0.6821,0.4633,87.0065,68.4443,77.1361
0.4841,0.6746,0.4958,81.5262,70.8603,77.1361
0.5368,0.6837,0.7650,84.8556,74.5138,77.1361
0.1294,0.6622,0.5423,99.2634,74.5728,77.1361
0.2197,0.6857,0.5066,94.7260,72.8344,77.1361
0.1978,0.7100,0.5112,96.7001,74.2781,77.1361
0.1291,0.6857,0.5128,99.3223,75.0442,77.1361
0.1242,0.6936,0.7035,99.4991,68.9747,77.1361
0.3600,0.6851,0.5845,87.6252,72.4514,77.1361
0.2600,0.6807,0.5774,93.0760,65.9988,77.1361
0.1271,0.6824,0.6903,99.0572,73.8951,77.1361
0.1174,0.6915,0.4860,99.7054,73.4237,77.1361
0.2776,0.6902,0.5378,92.0742,75.2799,77.1361
0.2735,0.6862,0.5099,92.2216,68.1791,77.1361
0.3063,0.6925,0.4263,91.2198,76.2227,77.1361
0.3308,0.6853,0.4032,91.4850,77.0772,77.1361
0.3504,0.7028,0.5307,94.5787,73.8656,77.1361
