1.0745,0.6942,1.0458,53.3441,54.6847,0.0000
1.0144,0.6939,1.0373,65.6053,76.3995,54.6847
0.9321,0.6943,1.0465,69.6208,78.6388,76.3995
0.8380,0.6947,1.1035,71.6727,83.7655,78.6388
0.7499,0.6948,1.2197,73.3016,86.9770,83.7655
0.6792,0.6938,1.3845,74.5349,88.0966,86.9770
0.6391,0.6938,1.5177,75.8944,88.8922,88.0966
0.5708,0.6944,1.6563,76.8899,89.0395,88.8922
0.5485,0.6939,1.8141,78.4031,89.8645,89.0395
0.5191,0.6946,1.9850,79.5016,89.8055,89.8645
0.4778,0.6957,2.1283,80.6065,90.0707,89.8645
0.4457,0.6951,2.2688,81.7998,90.6305,90.0707
0.4311,0.6958,2.4199,82.8353,90.8957,90.6305
0.4153,0.6951,2.5781,83.9254,91.2198,90.8957
0.3912,0.6964,2.7758,88.3324,90.4537,91.2198
0.3591,0.6967,0.2607,93.1644,90.7778,91.2198
0.4338,0.6920,0.3203,82.7637,79.8173,91.2198
0.3717,0.6985,0.3374,92.5162,90.9546,91.2198
0.2101,0.6990,0.2538,93.9894,90.2475,91.2198
0.3636,0.6970,0.2381,88.3618,91.2493,91.2198
0.1510,0.6950,0.2219,98.2322,90.8957,91.2493
0.2313,0.6957,0.2018,92.5751,92.0448,91.2493
0.3701,0.6985,0.2222,90.0118,90.3359,92.0448
0.2392,0.7002,0.2818,93.3707,89.5698,92.0448
0.3830,0.7026,0.2581,89.0395,90.5127,92.0448
0.3615,0.6947,0.2685,89.5404,88.8922,92.0448
0.3654,0.6974,0.3576,87.2717,89.5993,92.0448
0.0303,0.6984,0.2537,99.6464,90.1296,92.0448
0.3006,0.6969,0.2260,89.1868,88.9806,92.0448
0.2038,0.6974,0.2395,95.2858,88.4207,92.0448
0.3445,0.6930,0.3402,87.6547,82.8816,92.0448
0.2832,0.6981,0.3615,94.7849,89.5109,92.0448
0.1427,0.6990,0.2500,96.3170,90.0118,92.0448
0.2406,0.6981,0.2695,92.8108,88.7448,92.0448
0.0906,0.6937,0.2582,99.7938,88.3029,92.0448
0.1728,0.6956,0.2417,93.8421,88.7448,92.0448
0.2395,0.6977,0.2373,96.4938,90.1886,92.0448
0.1385,0.7023,0.2894,96.9358,87.5663,92.0448
0.2329,0.7030,0.2764,98.1438,86.9770,92.0448
0.2152,0.6964,0.3133,93.8421,85.2681,92.0448
0.2737,0.6985,0.4376,92.1037,84.1485,92.0448
0.0209,0.6999,0.4110,99.6464,86.3288,92.0448
0.2360,0.6962,0.2537,91.8385,87.8020,92.0448
0.1330,0.6981,0.3714,97.5250,86.0931,92.0448
0.2408,0.6948,0.2877,93.7242,83.1173,92.0448
0.1905,0.7000,0.2722,98.6447,86.1815,92.0448
0.0930,0.6985,0.3510,97.6724,86.9181,92.0448
0.1418,0.6984,0.3806,98.7920,84.3842,92.0448
0.0545,0.6948,0.4534,100.0000,87.0654,92.0448
0.1359,0.6960,0.2244,97.0242,87.6252,92.0448
0.1320,0.6986,0.3721,99.9116,88.1850,92.0448
0.0919,0.7021,0.3236,97.9670,86.2994,92.0448
0.1148,0.7027,0.4261,100.0000,85.9753,92.0448
0.1265,0.6970,0.3869,97.6134,81.5557,92.0448
0.1954,0.6993,0.5658,95.5804,79.5522,92.0448
0.0139,0.7016,0.4949,99.8527,84.1485,92.0448
0.1674,0.6964,0.2914,95.6394,86.0636,92.0448
0.0890,0.6985,0.3274,97.9965,85.6217,92.0448
0.1619,0.6945,0.2804,97.0831,83.4414,92.0448
0.1039,0.7020,0.3068,99.5580,85.1797,92.0448
0.0576,0.6985,0.4008,98.9688,84.5905,92.0448
0.0791,0.6995,0.4077,100.0000,83.4119,92.0448
0.0304,0.6947,0.3770,100.0000,86.1226,92.0448
0.0893,0.6972,0.2504,99.7643,87.4190,92.0448
0.0631,0.6992,0.4565,100.0000,86.3288,92.0448
0.0577,0.7034,0.3730,99.2339,84.8556,92.0448
0.0539,0.7031,0.4788,100.0000,85.8574,92.0448
0.0692,0.6983,0.4188,99.5875,80.7896,92.0448
0.1245,0.6991,0.5065,98.3500,77.7843,92.0448
0.0069,0.7020,0.4095,100.0000,81.7325,92.0448
0.0996,0.6970,0.3353,99.1750,84.6494,92.0448
0.0525,0.7000,0.3215,98.7331,84.0896,92.0448
0.1062,0.6965,0.2820,98.1143,84.3842,92.0448
0.0598,0.7012,0.3400,99.7938,84.1190,92.0448
0.0366,0.6988,0.4929,100.0000,80.5245,92.0448
0.0425,0.6994,0.4184,100.0000,83.0878,92.0448
0.0175,0.6941,0.3963,100.0000,85.4744,92.0448
0.0505,0.6970,0.2801,100.0000,87.6547,92.0448
0.0285,0.6993,0.5231,100.0000,86.3288,92.0448
0.0318,0.7026,0.4553,100.0000,85.8869,92.0448
0.0242,0.7030,0.4970,100.0000,85.8574,92.0448
0.0373,0.6987,0.4443,100.0000,80.7012,92.0448
0.0692,0.6992,0.5238,99.3813,78.3441,92.0448
0.0034,0.7023,0.4025,100.0000,81.4673,92.0448
0.0533,0.6974,0.3455,100.0000,84.5610,92.0448
0.0263,0.6998,0.3136,100.0000,83.7065,92.0448
0.0621,0.6958,0.2978,100.0000,84.1780,92.0448
0.0301,0.7011,0.3472,100.0000,84.5021,92.0448
0.0175,0.6996,0.5057,100.0000,81.5852,92.0448
0.0225,0.6986,0.4254,100.0000,84.0601,92.0448
0.0096,0.6942,0.4037,100.0000,86.0636,92.0448
0.0265,0.6956,0.2855,100.0000,87.9199,92.0448
0.0138,0.6983,0.3752,100.0000,86.7413,92.0448
0.0208,0.7022,0.4241,100.0000,86.1226,92.0448
0.0122,0.7024,0.5343,100.0000,86.4172,92.0448
0.0184,0.6977,0.4481,100.0000,82.5869,92.0448
0.0292,0.6979,0.4654,100.0000,83.1173,92.0448
0.0014,0.7019,0.3810,100.0000,83.5003,92.0448
0.0244,0.6966,0.3276,100.0000,86.4761,92.0448
0.0107,0.6998,0.2791,100.0000,84.7083,92.0448
0.0306,0.6960,0.3102,100.0000,84.9440,92.0448
0.0137,0.7015,0.3375,100.0000,86.8886,92.0448
0.0123,0.6996,0.4783,100.0000,85.7985,92.0448
