1.0726,0.6922,1.0513,55.9222,47.4661
0.9967,0.6901,1.0486,58.8791,47.5545
0.9078,0.6866,1.0724,62.9199,51.9151
0.8368,0.6827,1.1429,66.6533,55.8633
0.7655,0.6815,1.2464,67.8824,57.7490
0.7294,0.6781,1.3455,71.9673,60.4596
0.6748,0.6764,1.4457,73.4047,60.5480
0.6201,0.6724,1.5574,75.6945,63.7006
0.5922,0.6720,1.6586,77.5297,66.2935
0.5515,0.6706,1.7725,78.8408,69.1220
0.5245,0.6684,1.8873,80.0257,69.6229
0.5066,0.6666,1.9809,81.2905,70.6836
0.4644,0.6664,2.0487,82.4375,71.5085
0.4322,0.6665,2.1224,83.1594,71.9505
0.4219,0.6717,2.1738,84.0159,73.0996
0.4080,0.6724,0.5143,85.0598,74.5433
0.3844,0.6776,0.5065,85.8805,75.0737
0.3705,0.6741,0.5071,86.6213,75.3388
0.3561,0.6798,0.5049,87.6484,74.7201
0.3312,0.6799,0.5134,88.0693,75.9281
0.3211,0.6825,0.4943,88.5365,75.3094
0.3083,0.6825,0.4949,89.1279,75.7219
0.3092,0.6846,0.4217,89.9865,74.5728
0.2780,0.6834,0.4290,90.4580,74.2781
0.2659,0.6860,0.4245,90.8831,72.6871
0.2515,0.6838,0.4161,91.2114,72.4808
0.2360,0.6855,0.4086,91.5649,72.3335
0.2307,0.6850,0.4190,91.9627,72.2451
0.2139,0.6850,0.4177,92.4320,72.5398
0.2185,0.6856,0.4115,92.7498,72.7460
0.1936,0.6846,0.4000,93.0781,72.9228
0.1898,0.6841,0.4150,93.5643,73.2469
0.1966,0.6836,0.3558,93.8463,73.0996
0.1593,0.6841,0.3502,94.4019,73.5710
0.1692,0.6824,0.3404,94.6481,73.7478
0.1645,0.6837,0.3415,95.1532,73.8067
0.1365,0.6833,0.3399,95.6373,73.8656
0.1459,0.6824,0.3453,95.9319,73.8362
0.1295,0.6836,0.3324,95.7383,73.5121
0.1287,0.6847,0.3283,96.5296,74.0424
0.1127,0.6848,0.3366,96.6748,73.8362
0.1106,0.6857,0.3368,96.9421,73.8362
0.1015,0.6869,0.3239,97.0326,73.7183
0.0961,0.6865,0.3273,97.3041,73.6594
0.0930,0.6873,0.3325,97.5314,73.6594
0.0926,0.6882,0.3202,97.8281,74.0130
0.0785,0.6878,0.3134,98.0617,73.9835
0.0748,0.6875,0.3233,98.2785,74.0424
0.0665,0.6886,0.3065,98.4931,74.0130
0.0558,0.6880,0.2991,98.5500,74.2192
